train/episode,episode/tracking_reward,episode/total_reward,train/epsilon,train/grad_norm,episode/actions_up,episode/clipped_reward,train/buffer_size,train/learning_rate,_timestamp,episode/goal_reward,_runtime,episode/actions_neutral,train/loss,episode/actions_down,_step,episode/action_all,run_id,run_name,group
320,,,0.9828326133333334,0.037420593832789555,,,30000,0.0003,1787939833.2147543,,6778.015641196,,0.0019522045040503144,,271068.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
337,,,0.98183296,0.034749924594756385,,,30000,0.0003,1787940222.8420515,,7167.640081312,,0.0021427369210869074,,286852.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
370,,,0.98012296,0.06936018315582466,,,30000,0.0003,1787940902.1841733,,7846.983586146,,0.0032787814270704985,,313852.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
385,,,0.9792760666666667,0.03127327000120744,,,30000,0.0003,1787941239.1689415,,8183.961496913,,0.0023050413001328707,,327224.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
428,,,0.97698112,0.041829834536506544,,,30000,0.0003,1787942147.9073284,,9092.705717508,,0.0021540909074246883,,363460.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
435,,,0.9766482400000001,0.03748634172283885,,,30000,0.0003,1787942280.479064,,9225.265705523,,0.002376875374466181,,368716.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
465,,,0.9749957466666667,0.07060418558622837,,,30000,0.0003,1787942936.8893027,,9881.68797167,,0.004333818797022104,,394808.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
481,,,0.9741176933333333,0.05303016089210751,,,30000,0.0003,1787943286.4793234,,10231.277100023,,0.0030365153215825558,,408672.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
493,,,0.97355732,0.03095689171026144,,,30000,0.0003,1787943508.9725225,,10453.765784522,,0.0017647627973929048,,417520.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
560,,,0.9698695466666666,0.04612857288604405,,,30000,0.0003,1787944973.1977606,,11918.003386818,,0.00247388007119298,,475748.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
573,,,0.9691548933333334,0.04810249138963922,,,30000,0.0003,1787945257.6350515,,12202.442633285,,0.002381771570071578,,487032.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
614,,,0.9669584933333334,0.034141424623581045,,,30000,0.0003,1787946124.1552787,,13068.96145065,,0.0017667823703959584,,521712.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
616,,,0.9668865466666667,0.06420256696051727,,,30000,0.0003,1787946152.2273226,,13097.028701159,,0.003402523696422577,,522848.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
630,,,0.9660371200000001,0.025209390711461208,,,30000,0.0003,1787946488.8127358,,13433.610879631,,0.0012616229942068458,,536260.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
633,,,0.9659737866666667,0.047849500234213506,,,30000,0.0003,1787946514.407027,,13459.205546649,,0.0025031447876244783,,537260.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
643,,,0.9653498266666667,0.02874827872503586,,,30000,0.0003,1787946761.4400876,,13706.233136418,,0.0016960632055997849,,547112.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
676,,,0.9636215866666666,0.04037321110359415,,,30000,0.0003,1787947448.0905,,14392.897772937,,0.0017452347092330456,,574400.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
695,,,0.9626300400000001,0.028165508550887574,,,30000,0.0003,1787947845.7886288,,14790.588799598,,0.0013317200355231762,,590056.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
698,,,0.9624291466666667,0.027034345774530084,,,30000,0.0003,1787947926.2575102,,14871.055197519,,0.001147982431575656,,593228.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
711,,,0.96170436,0.03751301926551919,,,30000,0.0003,1787948214.8218176,,15159.626037283,,0.0019439543830230832,,604672.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
714,,,0.9615705999999999,0.02547707151222649,,,30000,0.0003,1787948268.5546753,,15213.352854122,,0.0011855755001306534,,606784.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
793,,,0.9573754,0.05833560112344459,,,30000,0.0003,1787949929.6092005,,16874.409798065,,0.0035709403455257416,,673024.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
815,,,0.95615028,0.04455624905696444,,,30000,0.0003,1787950413.237052,,17358.036931494,,0.002113873139023781,,692368.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
818,0.0,-21.0,0.9559957466666666,0.02658801028929114,27.0,-1.0,30000,0.0003,1787950475.0886805,-21.0,17419.886357279,98.0,0.001246016938239336,25.0,694808.0,150.0,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
820,,,0.9559177200000001,0.059774430363196907,,,30000,0.0003,1787950505.8829918,,17450.675329416,,0.002227434189990163,,696040.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
831,,,0.9553021199999999,0.025297775945444696,,,30000,0.0003,1787950751.9041653,,17696.704624718,,0.0016122983070090413,,705760.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
833,,,0.9552441066666667,0.038076452967496274,,,30000,0.0003,1787950775.403777,,17720.208838389,,0.0020422660745680332,,706676.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
862,,,0.9535918666666666,0.05962896437677006,,,30000,0.0003,1787951431.4406924,,18376.283797241,,0.0021470508072525263,,732764.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
889,,,0.9521471066666667,0.0725126863580095,,,30000,0.0003,1787952007.0347502,,18951.890057754,,0.003293348476290703,,755576.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
967,,,0.9478412,0.05910210374994713,,,30000,0.0003,1787953723.7180078,,20668.535523489,,0.0030229371041059494,,823564.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
975,,,0.9474414400000001,0.08431069037799498,,,30000,0.0003,1787953883.1239922,,20827.920619556,,0.0038033893797546625,,829876.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
983,,,0.9470383866666666,0.047325625259464814,,,30000,0.0003,1787954043.9445667,,20988.748147575,,0.0021965294145047665,,836240.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
987,,,0.9468027866666666,0.08428055405858643,,,30000,0.0003,1787954136.5523624,,21081.352964365,,0.003718593157827854,,839960.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
987,,,0.9467480666666667,0.08443232463232361,,,30000,0.0003,1787954158.4796152,,21103.280716249,,0.0034270877949893475,,840824.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1039,,,0.94400396,0.037966961569285355,,,30000,0.0003,1787955253.3981037,,22198.196637258,,0.0015669707208871841,,884152.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1055,,,0.94312996,0.05176578932001711,,,30000,0.0003,1787955601.234279,,22546.02690192,,0.003638134803622961,,897952.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1067,,,0.94242696,0.023146259901995245,,,30000,0.0003,1787955880.5785267,,22825.374843496,,0.0009764201240614057,,909052.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1068,,,0.9423666666666667,0.052374236308722504,,,30000,0.0003,1787955904.6096532,,22849.391054706,,0.0020329346880316734,,910004.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1121,,,0.9395027333333333,0.026390377575202448,,,30000,0.0003,1787957044.206512,,23989.0052217,,0.001274818554520607,,955224.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1140,,,0.9384964933333334,0.029388306437131778,,,30000,0.0003,1787957446.127771,,24390.925313696,,0.00144896749407053,,971112.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1156,,,0.93760552,0.04211199220150389,,,30000,0.0003,1787957799.086788,,24743.8914889,,0.0017344863153994083,,985180.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1188,,,0.9359213599999999,0.06139646532271941,,,30000,0.0003,1787958468.1970885,,25412.998114275,,0.002640404738485813,,1011772.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1199,,,0.9352687733333334,0.05416309830562653,,,30000,0.0003,1787958725.0605602,,25669.852398007,,0.003042597556486726,,1022076.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1203,,,0.93502684,0.06749259209728715,,,30000,0.0003,1787958819.8465803,,25764.653887502,,0.0038860030472278595,,1025896.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1219,,,0.9341194,0.12336606287138716,,,30000,0.0003,1787959182.6738648,,26127.472270369,,0.00642459187656641,,1040224.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1247,,,0.93262144,0.05130359313087978,,,30000,0.0003,1787959779.347677,,26724.148606597,,0.002295449376106262,,1063876.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1259,,,0.9320066,0.044029725279293344,,,30000,0.0003,1787960023.3854487,,26968.185249475,,0.0017182191368192434,,1073584.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1270,,,0.93142216,0.02558356207548684,,,30000,0.0003,1787960253.3924491,,27198.181494984,,0.0012844041921198368,,1082812.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1279,,,0.93087344,0.04651508111187057,,,30000,0.0003,1787960471.6163628,,27416.416308583,,0.002205577213317156,,1091476.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1304,,,0.9295680133333334,0.048447348784702686,,,30000,0.0003,1787960989.0345469,,27933.873934104,,0.002150036860257387,,1112088.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1338,,,0.9277146266666667,0.03559294668528349,,,30000,0.0003,1787961724.7099743,,28669.508166197,,0.001541290432214737,,1141352.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1350,,,0.9270455733333334,0.029785015078299625,,,30000,0.0003,1787961988.994655,,28933.789197365,,0.0013995897024869919,,1151916.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1394,,,0.92461028,0.028937722441800234,,,30000,0.0003,1787962953.5705264,,29898.363574423,,0.0016035661101341248,,1190368.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1417,,,0.9233347466666667,0.02831519767988087,,,30000,0.0003,1787963455.7043006,,30400.509923384,,0.0011644081678241491,,1210508.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1451,,,0.9215011200000001,0.06915090088112644,,,30000,0.0003,1787964184.027825,,31128.826286147,,0.002989371307194233,,1239460.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1487,,,0.9194964933333334,0.022692907645635935,,,30000,0.0003,1787964978.0951815,,31922.892177926,,0.0012998264282941818,,1271112.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1491,,,0.9192928133333333,0.03912993289804955,,,30000,0.0003,1787965060.1399772,,32004.945759301,,0.0015760755632072687,,1274328.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1526,,,0.9174123200000001,0.03900060696955874,,,30000,0.0003,1787965804.716011,,32749.513631804,,0.0012268087593838573,,1304020.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1532,,,0.91697456,0.032907050093750195,,,30000,0.0003,1787965976.5624573,,32921.367593898,,0.0019475105218589306,,1310932.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1534,,,0.91691832,0.02764880113185337,,,30000,0.0003,1787965998.6927688,,32943.491144661,,0.0013374309055507183,,1311820.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1621,,,0.9121452666666666,0.0355276623142762,,,30000,0.0003,1787967884.5909061,,34829.387858306,,0.0018845557933673263,,1387184.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1718,,,0.9067257066666666,0.047878305838751765,,,30000,0.0003,1787970026.4185922,,36971.200981428,,0.0018829182954505086,,1472756.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1726,,,0.90638928,0.029685151189720226,,,30000,0.0003,1787970159.1387374,,37103.936938855,,0.0012937289429828525,,1478068.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1775,,,0.9037100266666667,0.05017686166718479,,,30000,0.0003,1787971218.3251257,,38163.125080226,,0.0016767220804467797,,1520372.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1835,,,0.9004438,0.03132314530300458,,,30000,0.0003,1787972506.6297827,,39451.425649742,,0.0012708588037639856,,1571944.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1848,,,0.8996645466666666,0.03286065069945849,,,30000,0.0003,1787972815.0906157,,39759.888659673,,0.001724686473608017,,1584248.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1852,,,0.8993620666666667,0.024805156240692162,,,30000,0.0003,1787972934.593769,,39879.391966781,,0.0013918098993599415,,1589024.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1869,,,0.8984652666666667,0.03740741039529383,,,30000,0.0003,1787973288.8452928,,40233.650283571,,0.001832555397413671,,1603184.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1892,,,0.8971912533333333,0.0485104973186086,,,30000,0.0003,1787973793.0783644,,40737.875974484,,0.002221357077360153,,1623300.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1899,,,0.8967616,0.08450308476806477,,,30000,0.0003,1787973961.2525918,,40906.051078734,,0.0037956470623612404,,1630084.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1924,,,0.8954379333333333,0.06726164667749288,,,30000,0.0003,1787974483.7680602,,41428.567069523,,0.0030106178019195795,,1650984.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1930,,,0.8950521066666667,0.05831484764023218,,,30000,0.0003,1787974635.5069401,,41580.28661818,,0.0031168111599981785,,1657076.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1946,,,0.89419964,0.06490150894761001,,,30000,0.0003,1787974971.581331,,41916.372329516,,0.003487321548163891,,1670536.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
1970,,,0.8929626133333334,0.04965401865224112,,,30000,0.0003,1787975458.420557,,42403.219296899,,0.002336769597604871,,1690068.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2010,,,0.8908186533333334,0.06220102956479804,,,30000,0.0003,1787976304.727533,,43249.523941607,,0.0039293766021728516,,1723920.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2026,,,0.8898595333333333,0.04898237396466462,,,30000,0.0003,1787976683.3649673,,43628.160988067,,0.0019193105399608612,,1739064.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2047,,,0.8887722266666667,0.06082822658387464,,,30000,0.0003,1787977110.9543684,,44055.761764868,,0.003621190320700407,,1756232.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2093,,,0.88622952,0.08306095011307608,,,30000,0.0003,1787978115.4404752,,45060.237914424,,0.004250666592270136,,1796380.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2134,,,0.8840759333333333,0.0523428793807789,,,30000,0.0003,1787978965.5437343,,45910.342146119,,0.0034618726931512356,,1830384.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2151,,,0.88320168,0.06707966643525805,,,30000,0.0003,1787979314.5346673,,46259.335595892,,0.0028261139523237944,,1844188.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2155,,,0.8828764,0.06826373087378464,,,30000,0.0003,1787979442.6595232,,46387.465537145,,0.004243974108248949,,1849324.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2187,,,0.88121656,0.07063211112307546,,,30000,0.0003,1787980100.2624776,,47045.060654216,,0.0051625496707856655,,1875532.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2205,,,0.88017764,0.055086054655868265,,,30000,0.0003,1787980508.0811381,,47452.880165639,,0.002635206561535597,,1891936.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2211,,,0.8798928933333333,0.04314694641812365,,,30000,0.0003,1787980620.638439,,47565.435038632,,0.002124644350260496,,1896432.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2217,,,0.8795982666666666,0.06928567855939606,,,30000,0.0003,1787980738.057964,,47682.857585648,,0.0027759880758821964,,1901084.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2217,,,0.8795797733333334,0.06031815495526013,,,30000,0.0003,1787980745.4457996,,47690.240927308,,0.003571232780814171,,1901376.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2233,,,0.87863408,0.07730656185095823,,,30000,0.0003,1787981119.2624936,,48064.059560585,,0.0049507152289152145,,1916308.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2249,,,0.8778454533333334,0.0689700262031605,,,30000,0.0003,1787981429.794415,,48374.593824865,,0.005316875874996185,,1928760.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2299,,,0.8750159733333334,0.026913145296667766,,,30000,0.0003,1787982542.1295333,,49486.930393264,,0.001567767933011055,,1973436.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2310,,,0.8744690266666666,0.07675612381832277,,,30000,0.0003,1787982758.4782248,,49703.273674781,,0.005604604259133339,,1982072.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2331,,,0.873289,0.05348562634767759,,,30000,0.0003,1787983222.938159,,50167.743240735,,0.0022893170826137066,,2000704.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2335,,,0.8730832933333333,0.05163150510025372,,,30000,0.0003,1787983303.9315448,,50248.712090443,,0.0028042288031429052,,2003952.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2420,,,0.8683943466666667,0.0615281697043249,,,30000,0.0003,1787985149.476023,,52094.273451663,,0.003407342592254281,,2077988.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2436,,,0.8675408666666666,0.04641977183449734,,,30000,0.0003,1787985486.2346325,,52431.021317262,,0.0021334048360586166,,2091464.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2438,,,0.8673361733333333,0.04483462132159045,,,30000,0.0003,1787985567.610181,,52512.457658183,,0.00292967795394361,,2094696.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2459,,,0.8662463333333333,0.03286999358777502,,,30000,0.0003,1787985993.2469842,,52938.043423717,,0.0018556301947683096,,2111904.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2468,,,0.86580148,0.04033041933696772,,,30000,0.0003,1787986167.4057736,,53112.201127162,,0.0022601746022701263,,2118928.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2501,,,0.8639693733333333,0.039293161646258234,,,30000,0.0003,1787986889.590591,,53834.392114392,,0.001834026537835598,,2147856.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2605,,,0.8583772933333333,0.04628995361260047,,,30000,0.0003,1787989087.2280185,,56032.032829613,,0.0023670147638767958,,2236152.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2662,,,0.8552255733333334,0.03853410281396656,,,30000,0.0003,1787990331.7660875,,57276.599657601,,0.0017349820118397474,,2285916.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2666,,,0.8550829466666667,0.023810595504388427,,,30000,0.0003,1787990387.857155,,57332.649731976,,0.0011776960454881191,,2288168.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2719,,,0.8521627733333333,0.07778381042553031,,,30000,0.0003,1787991535.5631554,,58480.360628847,,0.0038843066431581974,,2334276.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2730,,,0.8515828933333334,0.029261251765275307,,,30000,0.0003,1787991761.9504683,,58706.746634947,,0.001467971713282168,,2343432.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2746,,,0.8506425200000001,0.03729268178274063,,,30000,0.0003,1787992129.6072052,,59074.405644046,,0.0021582453045994043,,2358280.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2766,,,0.8495129066666667,0.052375939317620884,,,30000,0.0003,1787992573.2705438,,59518.065542954,,0.003385848132893443,,2376116.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2774,,,0.8491714133333333,0.05867531764763161,,,30000,0.0003,1787992706.2464848,,59651.053317641,,0.0034122983925044537,,2381508.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2800,,,0.8477790933333333,0.029477739731787182,,,30000,0.0003,1787993254.5063643,,60199.28006988,,0.00233842502348125,,2403492.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2801,,,0.8476805466666667,0.051557204130792136,,,30000,0.0003,1787993293.1107242,,60237.91672492,,0.003284882288426161,,2405048.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2823,,,0.8464316133333333,0.06282178305910575,,,30000,0.0003,1787993786.915168,,60731.722362263,,0.004142478108406067,,2424768.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2880,,,0.8433361333333333,0.04857414758072612,,,30000,0.0003,1787995004.2354445,,61949.035288481,,0.00250050937756896,,2473644.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
2915,,,0.8414232133333334,0.02716135513090801,,,30000,0.0003,1787995757.626666,,62702.404197446,,0.00159653730224818,,2503848.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3042,,,0.8343544533333334,0.07954764486547208,,,30000,0.0003,1787998541.6757243,,65486.467917141,,0.005349372513592243,,2615460.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3044,,,0.83426528,0.06844220560623088,,,30000,0.0003,1787998576.7099984,,65521.504019658,,0.005229504778981209,,2616868.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3071,,,0.8327478133333334,0.05948257922569536,,,30000,0.0003,1787999176.4698179,,66121.268479882,,0.004258465953171253,,2640828.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3083,,,0.8320587466666667,0.07198873096030342,,,30000,0.0003,1787999448.370483,,66393.170495289,,0.005429472774267197,,2651708.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3086,,,0.8319234666666667,0.06202504553720742,,,30000,0.0003,1787999500.6583586,,66445.466637036,,0.0031805846374481916,,2653844.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3104,,,0.83099272,0.03919049714262558,,,30000,0.0003,1787999868.0918765,,66812.89147508,,0.002993652131408453,,2668540.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3125,,,0.8297660800000001,0.07683211843434033,,,30000,0.0003,1788000349.2105997,,67294.016347546,,0.00726741086691618,,2687908.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3190,,,0.8261956,0.04655100158363648,,,30000,0.0003,1788001758.9448671,,68703.788280194,,0.0025990004651248455,,2744284.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3199,,,0.8257710133333334,0.05136103090089495,,,30000,0.0003,1788001926.7755036,,68871.573609639,,0.0033747325651347637,,2750988.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3205,,,0.8254723333333334,0.043087278672907764,,,30000,0.0003,1788002044.2636833,,68989.060898189,,0.0024748453870415688,,2755704.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3253,,,0.8227963733333333,0.07019454036525984,,,30000,0.0003,1788003097.298951,,70042.091619285,,0.004348081536591053,,2797956.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
