train/episode,episode/tracking_reward,episode/total_reward,train/epsilon,train/grad_norm,episode/actions_up,episode/clipped_reward,train/buffer_size,train/learning_rate,_timestamp,episode/goal_reward,_runtime,episode/actions_neutral,train/loss,episode/actions_down,_step,episode/action_all,run_id,run_name,group
3260,,,0.8223728,0.03773081547613094,,,30000,0.0003,1788003264.5020192,,70209.297883285,,0.0022726464085280895,,2804644.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3291,,,0.82070764,0.04815569185937403,,,30000,0.0003,1788003921.312688,,70866.099028653,,0.002997532021254301,,2830936.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3300,,,0.8201720933333334,0.05464148553736837,,,30000,0.0003,1788004131.8298388,,71076.626845089,,0.003810410387814045,,2839392.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3302,,,0.8201145866666667,0.08224418849726078,,,30000,0.0003,1788004155.1098034,,71099.909223769,,0.004761272110044956,,2840300.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3306,,,0.8198863333333334,0.07176119671652828,,,30000,0.0003,1788004244.7330008,,71189.520691418,,0.004068811424076557,,2843904.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3355,,,0.8171533733333334,0.0704960245979406,,,30000,0.0003,1788005324.69203,,72269.498921856,,0.004020118620246649,,2887056.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3387,,,0.8153810533333333,0.06932636477611995,,,30000,0.0003,1788006027.3471403,,72972.15527929,,0.003431681776419282,,2915040.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3397,,,0.8147684933333333,0.06411411994012875,,,30000,0.0003,1788006269.0886695,,73213.88721914,,0.004372194409370422,,2924712.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3400,,,0.8146983200000001,0.04758908653687706,,,30000,0.0003,1788006296.6965075,,73241.494578663,,0.002620029728859663,,2925820.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3425,,,0.81335464,0.04766313169112467,,,30000,0.0003,1788006826.4707751,,73771.289518998,,0.003291272558271885,,2947036.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3427,,,0.8131958,0.09360675678593593,,,30000,0.0003,1788006889.0210853,,73833.818550254,,0.004047339782118797,,2949544.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3428,,,0.8131453866666667,0.07475910324252408,,,30000,0.0003,1788006908.7306225,,73853.527082171,,0.006285506300628185,,2950340.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3458,,,0.81150936,0.04666926051338488,,,30000,0.0003,1788007555.7522068,,74500.550326408,,0.0032252955716103315,,2976172.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3471,,,0.8108322,0.06056910997272227,,,30000,0.0003,1788007824.8519506,,74769.65879818,,0.003747362643480301,,2986864.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3474,,,0.8107133866666667,0.06595523875302171,,,30000,0.0003,1788007871.6608474,,74816.457885226,,0.00453149015083909,,2988740.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3478,,,0.8105102133333334,0.05376335059117647,,,30000,0.0003,1788007952.248831,,74897.010134808,,0.0037779822014272213,,2991948.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3502,,,0.8091665333333333,0.04120582540722414,,,30000,0.0003,1788008485.0843136,,75429.890061547,,0.0023668494541198015,,3013164.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3529,,,0.8076657866666667,0.05117578742648018,,,30000,0.0003,1788009077.9565783,,76022.755199318,,0.0031629083678126335,,3036860.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3547,,,0.8067251599999999,0.08011864847437049,,,30000,0.0003,1788009451.008685,,76395.805775876,,0.004507760517299175,,3051712.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3552,,,0.8063654266666667,0.03467817566871939,,,30000,0.0003,1788009593.7765975,,76538.567604273,,0.0023236898705363274,,3057392.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3581,,,0.8048902666666666,0.04583684784175334,,,30000,0.0003,1788010180.940997,,77125.746612545,,0.0033486837055534124,,3080684.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3598,,,0.8038472933333333,0.05148679632428249,,,30000,0.0003,1788010594.4637625,,77539.257307496,,0.003112899139523506,,3097152.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3601,,,0.8038052400000001,0.051450746226411055,,,30000,0.0003,1788010611.2528338,,77556.051888249,,0.003624154254794121,,3097816.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3605,,,0.8035458266666666,0.05282936536971906,,,30000,0.0003,1788010714.2156405,,77659.001842729,,0.003237568773329258,,3101912.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3634,,,0.8019457733333334,0.06929700819375402,,,30000,0.0003,1788011350.2974243,,78295.143746359,,0.004287234507501125,,3127176.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3636,,,0.8018538133333334,0.06500327833910523,,,30000,0.0003,1788011386.0587728,,78330.862751719,,0.0038508628495037556,,3128628.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3657,,,0.8006973466666667,0.061794849431047474,,,30000,0.0003,1788011845.2047493,,78789.962195902,,0.0038863932713866234,,3146888.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3672,,,0.7999158133333333,0.08059965842263864,,,30000,0.0003,1788012157.0361538,,79101.834076274,,0.005214907228946686,,3159228.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3680,,,0.7994689333333334,0.048675273862652656,,,30000,0.0003,1788012334.8098712,,79279.608388333,,0.0033252190332859755,,3166284.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3722,,,0.7971853866666667,0.079548730288318,,,30000,0.0003,1788013233.4189446,,80178.21855782,,0.00452433992177248,,3202340.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3731,,,0.7967081066666667,0.06414572437390743,,,30000,0.0003,1788013420.02059,,80364.813082794,,0.0028581605292856693,,3209876.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3749,,,0.7957183333333334,0.022784527802549158,,,30000,0.0003,1788013809.2025669,,80754.007738813,,0.001556637929752469,,3225504.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3753,,,0.7955149066666666,0.03681412997585654,,,30000,0.0003,1788013889.98833,,80834.785231451,,0.0024923295713961124,,3228716.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3756,,,0.79536772,0.07051864456293927,,,30000,0.0003,1788013947.4970882,,80892.280483065,,0.003974646329879761,,3231040.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3787,,,0.7936336533333334,0.04990951083676148,,,30000,0.0003,1788014632.0645628,,81576.867758011,,0.00350173213519156,,3258420.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3792,,,0.79336056,0.10339752230290103,,,30000,0.0003,1788014739.4771383,,81684.275061511,,0.005983905866742134,,3262732.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3793,,,0.7932954533333333,0.10123270085691385,,,30000,0.0003,1788014765.8170476,,81710.614033048,,0.006090724375098944,,3263760.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3798,,,0.7930730266666667,0.07921606402816006,,,30000,0.0003,1788014853.7502716,,81798.59002434,,0.004034837707877159,,3267272.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3818,,,0.7920087733333333,0.06932254120165987,,,30000,0.0003,1788015276.2573252,,82221.111950861,,0.0043724412098526955,,3284076.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3827,,,0.7914826,0.06395180375759792,,,30000,0.0003,1788015485.3486595,,82430.152125258,,0.003736617974936962,,3292384.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3833,,,0.7911651733333334,0.07254741188271996,,,30000,0.0003,1788015610.9361537,,82555.731131638,,0.004473601933568716,,3297396.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3849,,,0.7902980133333333,0.0685526290521466,,,30000,0.0003,1788015953.2602184,,82898.06959905,,0.004494541324675083,,3311088.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3850,,,0.7901759066666667,0.07577194442975603,,,30000,0.0003,1788016001.5276508,,82946.348325059,,0.004036499187350273,,3313016.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3855,,,0.7899056,0.09666928338160062,,,30000,0.0003,1788016107.56412,,83052.361626224,,0.0029994535725563765,,3317284.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3873,,,0.7889398933333334,0.08679493024529675,,,30000,0.0003,1788016487.034961,,83431.831911882,,0.004666736349463463,,3332532.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3888,,,0.78811124,0.06387950365129606,,,30000,0.0003,1788016812.9280999,,83757.726424403,,0.003574912901967764,,3345616.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3895,,,0.7877401066666666,0.06838789590121268,,,30000,0.0003,1788016957.9451268,,83902.74988899,,0.004686312284320593,,3351476.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3912,,,0.78673792,0.042423873056232325,,,30000,0.0003,1788017354.1754901,,84298.975109153,,0.002732669934630394,,3367300.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3928,,,0.7859003999999999,0.06955145854989697,,,30000,0.0003,1788017685.227253,,84630.011117173,,0.0038286042399704456,,3380524.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
3930,,,0.7858261733333334,0.06804147194374087,,,30000,0.0003,1788017714.1936526,,84658.988296868,,0.004013121593743563,,3381696.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4021,,,0.7809013733333333,0.04607642169864411,,,30000,0.0003,1788019663.0539098,,86607.853298469,,0.0027776029892265797,,3459456.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4078,,,0.77771976,0.07676653557007189,,,30000,0.0003,1788020919.986493,,87864.791193074,,0.005342758260667324,,3509692.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4079,,,0.7776483200000001,0.09856340368173394,,,30000,0.0003,1788020948.812422,,87893.611161081,,0.006046283524483442,,3510820.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4101,,,0.77651592,0.057824085565932264,,,30000,0.0003,1788021397.2989593,,88342.107637427,,0.004492523148655891,,3528700.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4109,,,0.7760079866666667,0.07858810716552021,,,30000,0.0003,1788021596.3933163,,88541.189650326,,0.003889048006385565,,3536720.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4139,,,0.7743686666666667,0.061520661799608016,,,30000,0.0003,1788022192.412125,,89137.18159277,,0.004952522460371256,,3562604.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4146,,,0.7740775866666667,0.06715909973795149,,,30000,0.0003,1788022292.405218,,89237.192825809,,0.0032067899592220783,,3567200.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4194,,,0.7714069466666666,0.06250359960715318,,,30000,0.0003,1788023209.6733162,,90154.460149703,,0.004298399202525616,,3609368.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
4198,,,0.7711640000000001,0.0748671331828973,,,30000,0.0003,1788023293.1458507,,90237.933016651,,0.00433146208524704,,3613204.0,,x5j56e71,ethereal-sweep-5,d5_full_soft_noPred
