_timestamp,episode/tracking_reward,train/grad_norm,episode/actions_up,train/learning_rate,train/buffer_size,_runtime,train/episode,episode/actions_neutral,train/epsilon,episode/goal_reward,episode/total_reward,episode/actions_down,train/loss,episode/clipped_reward,_step,episode/action_all,run_id,run_name,group
1788126234.478343,,0.043337050894775665,,0.0003,30000,92886.493908904,1494,,0.05,,,,0.0035043940879404545,,3704228.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788126397.3850012,,0.060116425631942645,,0.0003,30000,93049.393995008,1497,,0.05,,,,0.00483821053057909,,3710740.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788127223.3663728,,0.03756181548637129,,0.0003,30000,93875.373818292,1512,,0.05,,,,0.0028235053177922964,,3743796.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788127265.8692017,,0.06812546985942937,,0.0003,30000,93917.855715342,1512,,0.05,,,,0.008984852582216263,,3745492.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788127679.514371,,0.024766052307742144,,0.0003,30000,94331.543010312,1519,,0.05,,,,0.001842707279138267,,3762124.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788130321.30713,,0.06598020338424404,,0.0003,30000,96973.303596355,1566,,0.05,,,,0.0055307806469500065,,3867624.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788130373.2998161,,0.06001836114183758,,0.0003,30000,97025.29003175,1566,,0.05,,,,0.004781797062605619,,3869700.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788130600.3535376,,0.0574782225991308,,0.0003,30000,97252.356818932,1570,,0.05,,,,0.005288413725793362,,3878808.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788132189.424855,,0.04883903972087565,,0.0003,30000,98841.420760089,1598,,0.05,,,,0.00485016917809844,,3942100.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788133982.5496268,,0.05773318953008261,,0.0003,30000,100634.559638845,1625,,0.05,,,,0.003837846452370286,,4013460.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788134358.1853144,,0.04540844184571351,,0.0003,30000,101010.201583907,1632,,0.05,,,,0.0038280505686998367,,4028456.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788135300.8169239,,0.053399493951046165,,0.0003,30000,101952.826827258,1648,,0.05,,,,0.006935075391083956,,4066168.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788135759.5706608,,0.04122608721632472,,0.0003,30000,102411.58137554,1655,,0.05,,,,0.003145675640553236,,4084564.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788136151.6254575,,0.06395507420064384,,0.0003,30000,102803.634992914,1660,,0.05,,,,0.006218244321644306,,4100264.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788136360.9878237,,0.050356238531483175,,0.0003,30000,103012.997235474,1664,,0.05,,,,0.004875458776950836,,4108640.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788136587.7170906,,0.05176858676649544,,0.0003,30000,103239.727527787,1668,,0.05,,,,0.004598840605467558,,4117668.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788137001.1581707,,0.04151592112123769,,0.0003,30000,103653.157195034,1674,,0.05,,,,0.0038301972672343254,,4134188.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788137135.6278152,,0.057315351524536644,,0.0003,30000,103787.638572649,1678,,0.05,,,,0.005751091055572033,,4139576.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788137781.0736508,,0.06533437482870973,,0.0003,30000,104433.085465094,1689,,0.05,,,,0.005919015966355801,,4165420.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788138461.7086732,,0.05373445269681172,,0.0003,30000,105113.713282255,1699,,0.05,,,,0.0034822486340999603,,4192608.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788139428.1561997,,0.042267141292125124,,0.0003,30000,106080.168959662,1713,,0.05,,,,0.0043343668803572655,,4231284.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788139905.78577,,0.1256520390841493,,0.0003,30000,106557.79929442,1721,,0.05,,,,0.005578104872256517,,4250500.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788140152.5114625,,0.043338632542332944,,0.0003,30000,106804.521358421,1725,,0.05,,,,0.004430352244526148,,4260380.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788142163.6168115,,0.06336430861388057,,0.0003,30000,108815.620537555,1757,,0.05,,,,0.006206108257174492,,4340776.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788144618.518353,,0.05930363243330576,,0.0003,30000,111270.525146664,1794,,0.05,,,,0.0058726901188492775,,4439096.0,,a9lplveo,exalted-sweep-1,baseline_sparse
1788145527.7072065,,0.028382585619748667,,0.0003,30000,112179.708144496,1810,,0.05,,,,0.0023066981229931116,,4475384.0,,a9lplveo,exalted-sweep-1,baseline_sparse
