_runtime,_timestamp,train/epsilon,_step,train/loss,train/episode,episode/goal_reward,episode/clipped_reward,episode/action_all,train/learning_rate,episode/tracking_reward,train/grad_norm,episode/actions_up,episode/actions_neutral,episode/actions_down,episode/total_reward,train/buffer_size,run_id,run_name,group
17820.749980395,1788051170.8128164,0.05,706676.0,0.006296402774751186,354,,,,0.0003,,0.09256750158787168,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
19053.372866388,1788052403.4285147,0.05,755576.0,0.0037778248079121113,371,,,,0.0003,,0.07566652434724049,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
20922.711094246,1788054272.7629943,0.05,829876.0,0.005395996384322643,399,,,,0.0003,,0.07112808781953638,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
21082.218748194,1788054432.2757356,0.05,836240.0,0.00345307937823236,401,,,,0.0003,,0.0486330876277375,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
22289.818696512,1788055639.8700798,0.05,884152.0,0.004169480875134468,419,,,,0.0003,,0.07045368373230688,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
22637.8657192,1788055987.9240446,0.05,897952.0,0.009254064410924911,425,,,,0.0003,,0.08568303625911815,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
22919.909042744,1788056269.9184864,0.05,909052.0,0.003998362459242344,427,,,,0.0003,,0.07080437972678276,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
25516.990580105,1788058867.046887,0.05,1011772.0,0.004378603771328926,467,,,,0.0003,,0.07028296358798862,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
25779.135237771,1788059129.18332,0.05,1022076.0,0.0024619572795927525,470,,,,0.0003,,0.04494251680368029,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
25875.849572041,1788059225.8997731,0.05,1025896.0,0.009448203258216381,473,,,,0.0003,,0.0861698673101898,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
26238.788720882,1788059588.8391757,0.05,1040224.0,0.0031974161975085735,478,,,,0.0003,,0.05559694148026039,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
26834.11068462,1788060184.1589296,0.05,1063876.0,0.002816068008542061,486,,,,0.0003,,0.041051702733435044,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
