_runtime,_timestamp,train/epsilon,_step,train/loss,train/episode,episode/goal_reward,episode/clipped_reward,episode/action_all,train/learning_rate,episode/tracking_reward,train/grad_norm,episode/actions_up,episode/actions_neutral,episode/actions_down,episode/total_reward,train/buffer_size,run_id,run_name,group
13187.735194864,1788046537.7954235,0.05,522848.0,0.0025677382946014404,293,,,,0.0003,,0.03916907896637567,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
13554.113227536,1788046904.1726797,0.05,537260.0,0.0032351608388125896,297,,,,0.0003,,0.058362344591943054,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
13801.399761251,1788047151.472966,0.05,547112.0,0.0037160194478929043,301,,,,0.0003,,0.051112222806051974,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
14488.27775289,1788047838.3411908,0.05,574400.0,0.002402764745056629,310,,,,0.0003,,0.04128899311972982,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
14883.867370024,1788048233.9319017,0.05,590056.0,0.003168737981468439,314,,,,0.0003,,0.053954551301902166,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
14963.027853678,1788048313.0776663,0.05,593228.0,0.00323319504968822,317,,,,0.0003,,0.05364900206814702,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
17459.360577657,1788050809.4176216,0.05,692368.0,0.002268722979351878,350,,,,0.0003,,0.046154425232982556,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
17521.461361084,1788050871.5182705,0.05,694808.0,0.002681195270270109,350,,,,0.0003,,0.05101664192394103,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
17552.570551959,1788050902.6279128,0.05,696040.0,0.0018278794595971704,350,,,,0.0003,,0.03446858147264336,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
17797.506787672,1788051147.5675025,0.05,705760.0,0.009714953601360321,354,,,,0.0003,,0.08601154749396972,,,,,30000,zah62sdt,sweet-sweep-2,baseline_full
